ID,Name in English,Name in French,Name in Spanish,Countries,Country codes alpha 3,ISO639-3 codes,Degree of endangerment,Alternate names,Name in the language,Number of speakers,Sources,Latitude,Longitude,Description of the location
1617,Karo,káro,karo,Brazil,BRA,arr,Vulnerable,"Arara, Arara Karo, Arara de Rondônia, Arara Tupi, Ntogapíd, Itogapúk, Ramarama, Uruku, Urumi, Ytangá",,208,"www.socioambiental.org
Moore, 2008, IBGE databank 
Moore, 2008, Scientific American (Brasil) 
",-10.5749,-61.5893,"The group lives in the southern part of the indigenous lands Igarapé de Lourdes, in the villages Iterap and Paygap, eastern Rondônia - Brazil.  Almost all speak the language."
723,Cocopa (Mexico),cucapá (Mexique),cocopa (México),Mexico,MEX,coc,Definitely endangered,,,206,Data provided by contributor: Steven Marlett,32.25,-115.25,"Mexicali, BC, San Luis Rio Colorado, Sonora"
1793,Korúbo,korúbo,korubo,Brazil,BRA,xor,Vulnerable,Caceteiros,,205,"Databank Moore, 2008.",-5.8346,-70.9277,
1688,Aja,aja,aja,Sudan,SDN,aja,Critically endangered,Adja,,200,Ethnologue,8.6136,25.2465,
167,Antakirinya,antakirinya,antakariña,Australia,AUS,ant,Definitely endangered,,,200,,-26.7848,134.2968,
516,Bana,bana,bana,Lao People's Democratic Republic,LAO,phq,Severely endangered,,,200,,20.4836,100.3161,
2275,Baras,baras,baras,Indonesia,IDN,brs,Severely endangered,Ende,,200,Grimes 2000,-1.8838,119.3774,"Sulawesi, Indonesia"
2166,Batak,batak,bataco,Philippines,PHL,bya,Definitely endangered,,,200,,10.1081,119,
51,Birri,birri,birri,Central African Republic,CAF,bvq,Critically endangered,Viri,,200,Ethnologue,5.4902,26.8505,
2522,Bonggo,bonggo,bonggo,Indonesia,IDN,bpg,Severely endangered,,,200,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-2.2461,139.5208,Irian Jaya
147,Central Siberian Yupik (Chukotka),yupik de Sibérie (Chukotka),yupí siberiano central (península Chukchi),Russian Federation,RUS,ess,Severely endangered,Chaplino Yupik; азиатских эскимосов язык,,200,"Nikolai Vakhtin: Siberian Yupik and other languages of Chukotka. — Bicultural education in the North: Ways of preserving and enhancing. indigenous peoples’ languages and traditional knowledge. Edited by Erich Kasten. Münster: Waxmann, 1998. http://www.siberian-studies.org/publications/PDF/bevakhtin.pdf | Г. А. Меновщиков: Азиатских эскимосов язык. — Языки мира: Палеоазиатские языки. Москва: Индрик, 1997. 75–81.",64.546,-173.128,"settlements in south-eastern parts of Chukchi Peninsula, including Novoye Chaplino, Provideniya, Uelkal and Sireniki, Chukchi Autonomous District"
520,Chawte,chawte,chote naga,Myanmar,MMR,,Definitely endangered,,,200,,24.1918,94.2736,
2290,Che Wong,che wong,chuba,Malaysia,MYS,cwg,Definitely endangered,,,200,Bradley 2007,3.6271,102.1907,
29,Defaka,defaka,defaka,Nigeria,NGA,afn,Critically endangered,Afakani,,200,Roger Blench,4.538,7.5311,
2668,Doga,doga,doga,Papua New Guinea,PNG,dgg,Definitely endangered,Magabara,,200,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-9.6278,149.8384,"Northern coast of Cape Vogel, Milne Bay Province"
2511,Dorig,dorig,wetamut,Vanuatu,VUT,wwo,Definitely endangered,Wetamut,,200,"Alexandre François 2008
http://alex.francois.free.fr/AF-terrain.htm",-14.3236,167.5669,Gaua Island
720,Dukha,tukha,dukha,Mongolia,MNG,,Severely endangered,Tuha; Tsaatan,,200,"Elisabetta Ragagnin: The Turkic Dukha of northern Mongolia, Turkic Languages 4 (2000): 276–278.",51.9307,98.9318,"to the northwest of Lake Khövsgöl, mainly in the Tsaagannuur district of Khövsgöl League in the northernmost region of Mongolia"
2641,Emae,emae,mae,Vanuatu,VUT,mmw,Vulnerable,Emwae,,200,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-17.0567,168.3956,"Emwae Island, Shepherd Islands, north of Efate Island"
2532,Erokwanas,erokwanas,erokwanas,Indonesia,IDN,erw,Vulnerable,,,200,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-2.8113,132.6708,Irian Jaya
1841,Gowro,gowro,gowro,Pakistan,PAK,gwf,Severely endangered,"Gabaro, Gabar Khel",,200,"Rensch, Calvin R., Sandra J. Decker, and Daniel G. Hallberg. 1992. Languages of Kohistan.‭  Sociolinguistic Survey of Northern Pakistan, 1. Islamabad: National Institute of Pakistan Studies, Quaid-i-Azam University and Summer Institute of Linguistics. xxi, 263 p.",35.0254,72.9341,"Indus Kohistan on the eastern bank, Kolai area, Mahrin village, Kohistan district"
439,Hayu,hayu,hayu,Nepal,NPL,vay,Critically endangered,"हायु; वायु; Vayu, Wayu; Wayo",,200,"Driem, George van. 2001. Languages of the Himalayas. Volumes 1 and 2. Hand-book of Oriental Studies. Section Two: India. Leiden/Boston/Köln: Brill.

Driem, George van. 2007. 'South Asia and the Middle East', pp. 283-347 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",27.2912,86.0696,Sindhulī and Kābhrepālañcok districts
882,Hidatsa,hidatsa,hidatsa,United States of America,USA,hid,Definitely endangered,Gros Ventre,,200,"Victor Golla, Ives Goddard, Lyle Campbell, Marianne Mithun, and Mauricio Mixco. 2007. North America. Atlas of the World’s Languages (2nd. edition), ed. by R.E. Asher and C.J. Moseley, 7-44.  London: Routledge.",47.7321,-102.6758,"Hidatsa, at Mandaree, is  one of the Three Affiliated Tribes, sharing Fort Berthold Reservation in North Dakota with Mandan and the Arikara. "
360,Ingrian,ingrien,ingriano,Russian Federation,RUS,izh,Severely endangered,,,200,"Eberhard Winkler: Ingrisch. — Lexikon der Sprachen des europäischen Ostens. Herausgegeben von Miloš Okuka unter Mitwirkung von Gerald Krenn. Wieser Enzyklopädie des europäischen Ostens 10; Klagenfurt: Wieser, 2002. 665–666.",59.7397,28.7017,"three small areas on the southern shore of the Gulf of Finland in St. Petersburg (Leningrad) Province in the Russian Federation: the cape of Kovashi (Hevaa) in Lomonosov County, the cape of Soykin (Soikkola) in Kingisepp County, and the cape of Kurkola in the lower Luga River area in the same county; a fourth area was formerly found along the Oredezh River in Gatchina County"
191,Iwaidja,iwaidja,iwaidya,Australia,AUS,ibd,Vulnerable,"Iwaydja, Iwaidji, Ibadjo, Eiwaja, Jiwadja, Limba, Karadjee",,200,,-11.4592,132.55,
2334,Kadai,kadai,kadai,Indonesia,IDN,kzd,Definitely endangered,,,200,Grimes 2000,-1.7465,125.2606,Maluku
2336,Kao,kao,kao,Indonesia,IDN,kax,Definitely endangered,,,200,Grimes 2000,1.1479,127.8204,Maluku
1683,Karo,karo,karo,Ethiopia,ETH,kxh,Critically endangered,,,200,Moges Yigezu,5.2003,36.0681,
1732,Kelo,kelo,kelo,Sudan,SDN,xel,Critically endangered,"Tornasi, Kelo-Beni Sheko, Ndu-Faa-Keelo",,200,"M.L.Bender, Ethnologue",9.4463,34.0219,
2635,Kokota,kokota,kokota,Solomon Islands,SLB,kkk,Vulnerable,,,200,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-8.0347,159.1781,Santa Isabel
2544,Koneraw,koneraw,koneraw,Indonesia,IDN,kdw,Vulnerable,,,200,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-8.3854,137.9415,Irian Jaya
1790,Koroshi,koroshi,korochí,Iran (Islamic Republic of),IRN,ktl,Critically endangered,,,200,,29.8978,52.6574,Fars Province
2684,Magori,magori,magori,Papua New Guinea,PNG,zgr,Vulnerable,,,200,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-10.2554,149.2108,"Eastern end of Table Bay, lower Bailebo-Tavenei River, eastern part of Central Province"
210,Maung,maung,maungo,Australia,AUS,mph,Vulnerable,"Gunmarung, Mawung, Gun-Marung.",,200,,-11.913,133.7255,
1508,Mehináku,mehináku,mehinakú,Brazil,BRA,mmh,Vulnerable,"Mehinako, Meinako, Meinaco",,200,Angel Corbera Mori 2008,-12.5423,-53.2403,"Terra Indígena do Xingu, Alto Xingu, Estado de Mato Grosso"
148,Moghol,moghol,mogol,Afghanistan,AFG,mhj,Critically endangered,Mogol; Mogholi; Mogoli,,200,"Michael Weiers: Moghol. — The Mongolic languages. Edited by Juha Janhunen. London: Routledge, 2003. 248–264.",34.3569,61.5875,"Herat Province; according to the Ethnologue, the villages of Kundur and Karez-i-Mulla"
2198,Ningalami,ningalami,ningalamí,Afghanistan,AFG,nli,Severely endangered,Nangalami; Grangali (dialect),,200,"Dr. George van Driem in Encyclopaedia of the World Endangered Languages, ed by Christopher Moseley. 2007",35.2355,71.51,Pech valley in Afghanistan
2171,Northern Alta,alta du nord,alta septentrional,Philippines,PHL,aqn,Severely endangered,,,200,,15.7162,121.4085,
2694,Numbani,numbani,siboma,Papua New Guinea,PNG,sij,Vulnerable,Siboma,,200,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-7.5177,147.2991,"Spoken in one village (Sipoma?), east of Lae town, southern coast of Huon Peninsula Morobe Province"
2250,Nung Ven,nung ven,nun,Viet Nam,VNM,,Vulnerable,Ainh,,200,Bradley 2007,23.15,105.2166,
102,Ongamo,ongamo,ngasa,Kenya,KEN,nsg,Critically endangered,Nagza,,200,Christoph Winter,-2.932,37.4853,"Along the Tanzanian-Kenyan border, next to the Kilimanjaro."
738,Orejón,orejón,orejón,Peru,PER,ore,Severely endangered,"Coto, Maijuna",,200,,-2.7674,-72.9492,"Departamento de  Loreto, río Yanayaco, Sucusari, Algodón; también en riveras de Putumayo."
157,Pacific Gulf Yupik,yupik du golfe du Pacifique,yupí del Pacífico,United States of America,USA,ems,Severely endangered,"Sugpiaq, Alutiiq, Aleut, Sugcestun, Koniag-Chugach,",,200,Krauss 2007,58.1938,-155.6542,
1860,Pipil,pipil,pipil,El Salvador,SLV,ppl,Critically endangered,Náhuat,,200,Article by Jorge Lemus,13.722,-89.7195,"Communities of Santo Domingo de Guzmán, Cuisnahuat, Nahuizalco and Izalco in the department of Sonsonate"
2035,Saisiyat,saisiyat,saisiyat,China,CHN,xsy,Severely endangered,"Amutoura, Bouiok",,200,,24.5977,121.0762,Taiwan Province
768,Sauk-Fox,sauk-fox,fox,United States of America,USA,sac,Critically endangered,"Meskwaki, Sac, Fox, Mesquaki",,200,Golla et al. ms.,41.9637,-92.5768,"Most remaining speakers belong to the Meskwaki tribe in Iowa, other communities are the Sac and Fox Tribe in Oklahoma and the Nemeha Sauks in Nebraska."
2702,Sepa,sepa,sepa,Papua New Guinea,PNG,spe,Vulnerable,,,200,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-4.3245,144.9755,"Around Bogia, on the coast, south of Manam Island, Madang Province"
2651,Shark Bay,shark Bay,lengua de la Bahía del Tiburón,Vanuatu,VUT,ssv,Vulnerable,Ngen,,200,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-15.2987,167.1459,Litaro and Santo Islands
1264,Southern Chocho,chocho méridional,chochoteco meridional,Mexico,MEX,coz,Severely endangered,"ngigua, Chochotec, Chocholtec",,200,Census 2000 and information provided by INALI,17.6608,-97.335,Municipalities of Santa María Nativitas and San Miguel Huautla in the state of Oaxaca
2195,Theen,theen,theen,Lao People's Democratic Republic,LAO,,Severely endangered,Tay Theen,,200,,20.2022,102.8538,"Ban Then Ngiou, Ban Then Sa"
1344,Töitschu,töitschu,töitschu,Italy,ITA,"gsw, swg, wae",Severely endangered,,,200,,45.6913,7.8682,the village of Issime (Eischeme) in the upper Lys valley in the Aosta region; an outlying dialect of Alemannic not listed separately by the SIL; the Titsch dialect of Alemannic spoken in the villages of Gressoney-Saint-Jean and Gressoney-La-Trinité does not qualify as outlying
1406,|Xaise,|xaise,|xaise,Botswana,BWA,shg,Critically endangered,Language belonging to the Shua-Tshwa cluster.,,200,Andrew Chebanne (p.c.),-21.2458,26.1776,Pointer at settlement.
1546,Beaver,beaver,castor,Canada,CAN,bea,Definitely endangered,,,195,"1996 and 2001 Censuses, Statistics Canada; based on the Department of Canadian Heritage customized census retrievals
UNESCO Atlas 2nd edition (Wurm (2001))
Ethnologue: Languages of the World (Gordon, (2005))
http://www.aboriginalcanada.gc.ca/acp/community/site.nsf/index_en.html
http://en.wikipedia.org/wiki/Portal:Contents",56.481,-121.8831,Spread over 5 communities in Canada
2357,Nootka,nootka,nutka,Canada,CAN,noo,Severely endangered,Nuuchahnulth,,185,"1996 and 2001 Censuses, Statistics Canada; based on the Department of Canadian Heritage customized census retrievals
UNESCO Atlas 2nd edition (Wurm (2001))
Ethnologue: Languages of the World (Gordon, (2005))
http://www.aboriginalcanada.gc.ca/acp/community/site.nsf/index_en.html
http://en.wikipedia.org/wiki/Portal:Contents",49.2818,-126.0627,Spread over 16 communities in Canada
724,Tipai (Mexico),tipai (Mexique),tipai (México),Mexico,MEX,dih,Severely endangered,"Tipai, Cochimi, Kumiai, Kumeyaay",,184,Estimate by contributor Steven Marlett,32,-116.1166,"Ensenada, BC
Playas del Rosarito, Tecate"
1627,Uru-eu-au-au,uru-eu-wau-wau,uru-eu-uau-uau,Brazil,BRA,"urz, adw",Vulnerable,"Kawahíb, Amondawa, Jupaú",,183,"Moore, 2008.",-11.6852,-63.6547,
1262,Eastern Chocho,chocho oriental,Chocholteco del este,Mexico,MEX,coz,Severely endangered,"ngiba, Chochotec, Chocholtec",,181,Census 2000 and information provided by INALI,17.7223,-97.3213,"Municipalities of San Juan Bautista Coixtlahuaca and Chicahua, state of Oaxaca"
2273,Bahonsuai,bahonsuai,bahonsuái,Indonesia,IDN,bsu,Definitely endangered,,,180,Grimes 2000,-2.2186,121.6845,"Sulawesi, Indonesia"
2520,Bedoanas,bedoanas,bedoanas,Indonesia,IDN,bed,Vulnerable,,,180,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-2.7263,132.5582,Irian Jaya
1774,Jarawára,jarawára,yarawara,Brazil,BRA,jap,Vulnerable,,,180,"Databank Moore, 2008.
Online Dictionaries available from http://www.ethnologue.com/show_work.asp?id=47449  and http://www.ethnologue.com/show_work.asp?id=47288 

Vogel, Alan, compiler. 2006. Dicionário Jarawara-Português.‭  rev. online ed. Cuiabá, MT: Sociedade Internacional de Lingüística. rev. ed. 267 p. http://www.sil.org/americas/brasil/langpage/PortJAPg.htm 

Vogel, Alan, compiler. 2006. Jarawara - English dictionary.‭  Online edition SIL. 262 p. http://www.sil.org/americas/brasil/PUBLCNS/DICTGRAM/JADictEN.pdf 

Dixon - Vogel’s Grammar of Jarawara (2004)
",-7.2153,-65.0115,
2541,Keder,keder,keder,Indonesia,IDN,kdy,Severely endangered,,,180,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-2.043,139.0979,Irian Jaya
2385,Straits Salish,salish straits,straits salish,"Canada, United States of America","CAN, USA",str,Severely endangered,,,180,"1996 and 2001 Censuses, Statistics Canada; based on the Department of Canadian Heritage customized census retrievals
UNESCO Atlas 2nd edition (Wurm (2001))
Ethnologue: Languages of the World (Gordon, (2005))
http://www.aboriginalcanada.gc.ca/acp/community/site.nsf/index_en.html
http://en.wikipedia.org/wiki/Portal:Contents",48.4457,-123.4205,Spread over 7 communities in Canada
1705,Zo'é,zo'é,poturú,Brazil,BRA,pto,Vulnerable,"Poturu, Jo’é",,177,"Databank Moore, 2008.",0.7909,-57.1289,
2363,Central Ojibwe,ojibwe central,oyibua central,Canada,CAN,ojc,Definitely endangered,,,175,"1996 and 2001 Censuses, Statistics Canada; based on the Department of Canadian Heritage customized census retrievals
UNESCO Atlas 2nd edition (Wurm (2001))
Ethnologue: Languages of the World (Gordon, (2005))
http://www.aboriginalcanada.gc.ca/acp/community/site.nsf/index_en.html
http://en.wikipedia.org/wiki/Portal:Contents",50.2275,-86.9635,Spread over 16 communities in Canada
190,Kuurinji,gurindji,gurinji,Australia,AUS,gue,Definitely endangered,"Gurindji,  Gurinji, Wurlayi.  Dialects: Malngin, Wanyjirra (Wandjirra).",,175,,-18.1047,129.8474,
2691,Mwatebu,mwatebu,mwatebu,Papua New Guinea,PNG,mwa,Definitely endangered,,,166,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-10.0202,151.0537,"Northern central coast of Normanby Island, Milne Bay Province"
2637,Zazao,zazao,zazao,Solomon Islands,SLB,jaj,Critically endangered,Kilokaka,,166,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.
Communication with Bill Palmer",-8.1832,159.2269,Santa Isabel
948,"Zapotec of the Southern mountains, northwest lowlands","zapotèque des montagnes du sud, basses terres nord-occidentales","zapoteco de la sierra sur, llanura noroccidental",Mexico,MEX,,Definitely endangered,rizi,,164,"Census 2000
Contributor: Thomas C. Smith-Stark",16.6333,-96.95,"Locality of San Sebastián de las Grutas, state of Oaxaca"
2494,Pije,pije,pije,New Caledonia (France),NCL,piz,Severely endangered,,,161,"1996 Census, LACITO",-20.7869,164.9487,Hienghène
574,Aweti,aweti,awetí,Brazil,BRA,awe,Vulnerable,"Awetí, Aueti, Auetö, Awiti, Awetö",,160,"Sebastian Drude in UNESCO survey: linguistic vitality and diversity - 2008
www.socioambiental.org",-12.2053,-53.3705,Terra Indígena do Xingu - Estado de Mato Grosso - Brasil
2512,Koro,koro,koro,Vanuatu,VUT,krf,Definitely endangered,,,160,"Alexandre François 2008
http://alex.francois.free.fr/AF-terrain.htm",-14.3242,167.4728,Gaua Island
211,Meriam Mir,meriam mir,meriam,Australia,AUS,ulk,Definitely endangered,"Meriam, Meryam Mir, Miriam-Mir, Miriam, Mer, Mir, East Torres.  Dialects: Boigu, Bulgai, Buglial, Tagota",,160,,-9.9201,144.0472,
2695,Onjab,onjob,onjab,Papua New Guinea,PNG,onj,Vulnerable,Onjob,,160,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-9.2973,149.1613,"Spoken in Naukwata and Koreat (Koreaf), 10 km inland from Wanigela on the east coast of Collingwood Bay, Oro Province"
2390,Tsimshian,tshimsian,chimesiano,Canada,CAN,tsi,Critically endangered,,,160,"1996 and 2001 Censuses, Statistics Canada; based on the Department of Canadian Heritage customized census retrievals
UNESCO Atlas 2nd edition (Wurm (2001))
Ethnologue: Languages of the World (Gordon, (2005))
http://www.aboriginalcanada.gc.ca/acp/community/site.nsf/index_en.html
http://en.wikipedia.org/wiki/Portal:Contents",54.5016,-130.3832,Spread over 7 communities in Canada
1481,Chihuahua Lower Pima,bas-pima du Chihuahua,pima bajo de Chihuahua,Mexico,MEX,pia,Definitely endangered,oob no'ok,,159,"Contributor Zarina Estrada, 2000 Census and information provided by INALI",28.686,-106.1378,"Municipalities of Madera, Moris, Ocampo, Temósachi in the state of Chihuahua"
1482,Sonora Lower Pima,bas-pima de Sonora,pima bajo de Sonora,Mexico,MEX,,Severely endangered,obnók,,159,"Contributor Zarina Estrada, 2000 Census and information provided by INALI",28.3716,-108.9265,Many localities in the municipality of Yécora in the state of Sonora
155,Kaska,kaska,kaska,Canada,CAN,kkz,Severely endangered,,,155,"1996 and 2001 Censuses, Statistics Canada; based on the Department of Canadian Heritage customized census retrievals
UNESCO Atlas 2nd edition (Wurm (2001))
Ethnologue: Languages of the World (Gordon, (2005))
http://www.aboriginalcanada.gc.ca/acp/community/site.nsf/index_en.html
http://en.wikipedia.org/wiki/Portal:Contents",61.9751,-132.4544,Spread over 8 communities in Canada
2023,Aikana,aikaná,aikaná,Brazil,BRA,tba,Definitely endangered,"Aikaná, Masaká, Kasupá, Huarí, Corumbiara, Mondé, Tubarão",,150,"Moore, 2008, IBGE databank 
Moore, 2008, Scientific American (Brasil) ",-12.651,-60.3918,"The group lives in indigenous lands Tubarão/Latundê, Posto Indígena Rio Guaporé, indigenous lands Kwazá do São Pedro, southeastern Rondônia  - Brazil"
1452,Aleut (Eastern),aleut (oriental),aleutiano (oriental),United States of America,USA,ale,Critically endangered,"Unangany, Unangan, Unanghan",,150,"Krauss 2007
Victor Golla, Ives Goddard, Lyle Campbell, Marianne Mithun, and Mauricio Mixco. 2007. North America. Atlas of the World's Languages (2nd. edition), ed. by R.E. Asher and C.J. Moseley, 7-44.  London: Routledge.",54.7212,-164.4433,"Atka
Traditionally spoken in the Aleutian Islands, the Pribilof Islands, and the Alaska Peninsula west of Stepovak Bay. Atka is the location where the dialects of Eastern and Western Aleut are separated.
"
145,Aleut (Western),aleut (occidental),aleutiano (occidental),United States of America,USA,ale,Severely endangered,"Unangany, Unangan, Unanghan",,150,"Krauss 2007
Golla et al. ms.",52.2304,-174.1978,"Atka
Traditionally spoken in the Aleutian Islands, the Pribilof Islands, and the Alaska Peninsula west of Stepovak Bay. Atka is the location where the dialects of Eastern and Western Aleut are separated.
"
2638,Amblong,amblong,amblong,Vanuatu,VUT,alm,Definitely endangered,,,150,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-15.4933,166.9846,Santo
1887,Arguni,arguni,arguni,Indonesia,IDN,agf,Vulnerable,,,150,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-2.6632,132.5418,Irian Jaya
1547,Assiniboine (United States of America),assiniboine (États-Unis d'Amérique),asinibóin (Estados Unidos),United States of America,USA,asb,Critically endangered,Nakon. A divergent dialect of the Dakotan group of Sioux dialects.,,150,"Victor Golla, Ives Goddard, Lyle Campbell, Marianne Mithun, and Mauricio Mixco. 2007. North America. Atlas of the World’s Languages (2nd. edition), ed. by R.E. Asher and C.J. Moseley, 7-44.  London: Routledge. ",48.4466,-114.8783,"On Fort Belknap and Fort Peck reservations in Montana and on Whitebear, Carry the Kettle, and Mosquito-Grizzly Bear’s Head reserves in Saskatchewan."
2639,Baki,baki,baki,Vanuatu,VUT,bki,Vulnerable,,,150,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-16.7013,168.145,Epi Island
1877,Cacua,kakwa,cacua,Colombia,COL,cbv,Severely endangered,"Kakwa, Macú de cubeo, Macú de guanano, Macú de desano, Bada",,150,"Ethonologue, 1992.

Lenguas Indígenas de Colombia, Una visión Descriptiva. Instituto Caro y Cuervo. 2000",0.9166,-69.5,"Zona entre los ríos Vaupés, Tiquié, Querari y Papurí, zona de Wacara. A 30 Kilómetros al oriente de Mitú, en la región del bajo Vaupés, Departamento del Vaupés, Colombia."
2213,Camarines Norte Agta,agta de Camarines-nord,agta de Camarines Norte,Philippines,PHL,abd,Severely endangered,,,150,,14.0135,122.8873,
1796,Cubeo (Brazil),cubeo (Brésil),cubeo (Brasil),Brazil,BRA,cub,Definitely endangered,"Cubeo, Cobewa, Kubéwa, Pamíwa",,150,"Databank Moore, 2008.",1.2713,-67.8076,
1458,Gwich'in (United States of America),gwich’in (États-Unis d'Amérique),güichín (Estados Unidos),United States of America,USA,gwi,Severely endangered,"Kutchin, Tukudh",,150,"Krauss 2007
Golla et al. ms.",68.1171,-145.5173,"Arctic Village and Venetie, Alaska"
2504,Hiw,hiw,hiw,Vanuatu,VUT,hiw,Definitely endangered,Hiu,,150,"Alexandre François 2008
http://alex.francois.free.fr/AF-terrain.htm",-13.1343,166.5671,"Hiw Island, Torres Islands"
1669,Katxuyana-Xikuyána,kaxuiâna-xikuyána,cachuana-warikyana,Brazil,BRA,kbb,Vulnerable,Kaxuyána-Xikuyána,,150,"Databank Moore, 2008.",2.043,-55.4589,
480,Ket,ket,keto,Russian Federation,RUS,ket,Severely endangered,"Northern Ket, Imbat Ket",,150,"Г. К. Вернер: Кетский язык. — Языки мира: Палеоазиатские языки. Москва: Индрик, 1997. 177–187. | О. А. Казакевич: Кетский язык http://lingsib.unesco.ru/ru/languages/ket.shtml.htm",62.6236,87.7148,"the villages of Farkovo, Serkovo, Kellog, Kangatovo, Baklanikha, Vereshchagino, Surgutikha, Verkhneimbatsk, Bakhta, Goroshikha and Maduyka in Turukhansk County in the north of Krasnoyarsk Region and the village of Sulomay in Baykit County in the west of the former Evenki Autonomous District"
154,Koyukon,koyukon,koyuko,United States of America,USA,koy,Critically endangered,Ten'a,,150,Krauss 2007,66.3375,-151.1608,along the Koyukon and Yukon Rivers of central Alaska 
2646,Malmariv,malmariv,malmariv,Vanuatu,VUT,mnl,Vulnerable,Tiale,,150,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-15.2656,166.9104,Northern central Santo Island
2199,Mt. Iraya Agta,agta du Mont Iraya,agta del Monte Iraya,Philippines,PHL,atl,Definitely endangered,"Rugnot, Itbeg Rugnot",,150,,13.459,123.5467,
737,Ocaina (Peru),ocaina (Pérou),ocaina (Perú),Peru,PER,oca,Critically endangered,,,150,"Pozzi-Escot, Inés. 1998. l multilingüismo en el Perú. CBC. Lima",-2.8552,-71.9824,"Depto. de  Loreto, prov. de Mariscal Castilla, cuenca  de l río Yahuasyaco, aldeas de Nueva Esperanza y Puerto Isango; algunos pocos en el río Putumayo."
2696,Papapana,papapana,papapana,Papua New Guinea,PNG,ppn,Definitely endangered,,,150,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-5.8974,155.2505,"Northern part of the east coast of Bongainville Island, Bougainville Province"
842,Quechan,quechan,quechan,United States of America,USA,yum,Definitely endangered,Yuma,,150,,32.7279,-114.7255,"Quechan Indian Nation of southeastern California, adjacent to Yuma, Arizona. "
2164,Southern Ayta,ayta du sud,ayta meridional,Philippines,PHL,ays,Critically endangered,Sorsorgon Ayta,,150,,13.027,124.1549,
504,Tundra Yukagir,youkaguire de la toundra,yucaguiro de la tundra,Russian Federation,RUS,"omk, xcv, ykg",Critically endangered,"Northern Yukagir; Wadul; Tundra Yukaghir; Chuvan, Omok (extinct dialects); “Chuvantsy” (Russian plural ethnonym)",,150,Elena Maslova: Yukaghir languages http://www.stanford.edu/~emaslova/Yukaghir.htm,69.1654,154.4732,"earlier a belt extending from the lower Indigirka in the west close to the lower Kolyma basin in the east in the Republic of Sakha (Yakutia), now largely concentrated in the villages of Andryushkino and Kolymskoye in Lower Kolyma (Nizhnekolymskiy) County"
